Validation dataset1 - LIMMA OF TCGA-GBM microarray Dataset										
ID	logFC	CI.025	CI.975	AveExpr	t	P.Value	adj.P.Val	B	modLog10P	signLog10P
NACAD	0.127383791	-0.091497726	0.346265309	6.873478309	1.144958978	0.253077143	0.52999443	-5.471366805	0.5967471	0.5967471
PPP6R2	-0.06722948	-0.182785143	0.048326182	5.749897983	-1.144599028	0.253226067	0.52999443	-5.471757883	0.5964916	-0.5964916
STRAP	-0.067029087	-0.182236853	0.04817868	11.2224273	-1.144633341	0.253211868	0.52999443	-5.471720608	0.5965159	-0.5965159
KIF26B	-0.064526686	-0.175472909	0.046419537	4.022759229	-1.144225675	0.253380601	0.530235776	-5.472163394	0.5962266	-0.5962266
GPX3	0.255436738	-0.18384737	0.694720845	9.926687474	1.143991283	0.253477651	0.530359104	-5.472417909	0.5960603	0.5960603
RANBP6	0.101888178	-0.073349839	0.277126195	7.857632677	1.143879595	0.253523905	0.530376126	-5.472539166	0.5959811	0.5959811
AICDA	-0.036205502	-0.098513388	0.026102384	3.6870117	-1.143184697	0.253811819	0.530840464	-5.473293343	0.5954882	-0.5954882
ZNF451	-0.074367784	-0.202353874	0.053618306	7.144365674	-1.143159735	0.253822165	0.530840464	-5.473320425	0.5954705	-0.5954705
NSD1	0.068406249	-0.04936056	0.186173057	6.143044733	1.142767063	0.253984965	0.531101112	-5.473746385	0.595192	0.595192
IMPG2	-0.040113285	-0.109195926	0.028969356	3.919294767	-1.142363049	0.254152543	0.531371673	-5.474184496	0.5949055	-0.5949055
PAFAH2	0.055215001	-0.039936106	0.150366109	5.227897982	1.141637134	0.254453834	0.531841768	-5.474971289	0.594391	0.594391
POMT2	-0.05781552	-0.157446954	0.041815914	4.51412704	-1.141649792	0.254448579	0.531841768	-5.474957573	0.5944	-0.5944
ANGEL2	0.097878341	-0.070810417	0.2665671	8.738559419	1.141524685	0.254500529	0.531859472	-5.475093125	0.5943113	0.5943113
CYBA	0.167243174	-0.121030392	0.455516741	9.408297174	1.141375192	0.254562615	0.531895935	-5.475255077	0.5942054	0.5942054
TOM1L2	-0.053273212	-0.145105297	0.038558874	4.103558395	-1.141298592	0.254594432	0.531895935	-5.475338053	0.5941511	-0.5941511
KCNN1	-0.063237633	-0.172290247	0.045814981	4.950635333	-1.140839037	0.254785373	0.532214935	-5.475835746	0.5938255	-0.5938255
HAO1	-0.033551746	-0.09142016	0.024316668	3.623447546	-1.140665738	0.254857403	0.532285486	-5.476023374	0.5937027	-0.5937027
CENPM	-0.138171668	-0.37654599	0.100202653	5.746929051	-1.140366311	0.254981891	0.532438621	-5.476347494	0.5934907	-0.5934907
SLC23A2	0.126270427	-0.091583478	0.344124331	7.472447174	1.140305312	0.255007257	0.532438621	-5.476413513	0.5934475	0.5934475
EED	-0.089404411	-0.243761375	0.064952553	8.267809892	-1.139508491	0.255338768	0.532571371	-5.477275589	0.5928832	-0.5928832
FAM30A	-0.06364974	-0.173516841	0.046217362	4.432779218	-1.139761047	0.255233662	0.532571371	-5.477002415	0.593062	-0.593062
FAM50A	-0.082881509	-0.225951726	0.060188708	8.153989912	-1.139707124	0.2552561	0.532571371	-5.477060746	0.5930239	-0.5930239
LAMP2	0.099670836	-0.072375971	0.271717643	9.865424603	1.139741425	0.255241827	0.532571371	-5.477023641	0.5930482	0.5930482
MIR6755	-0.089404411	-0.243761375	0.064952553	8.267809892	-1.139508491	0.255338768	0.532571371	-5.477275589	0.5928832	-0.5928832
MTO1	-0.083348574	-0.227206443	0.060509296	7.492642814	-1.139854442	0.255194801	0.532571371	-5.47690138	0.5931282	-0.5931282
TAF4B	-0.054776501	-0.149345714	0.039792711	3.662243721	-1.139539449	0.255325883	0.532571371	-5.477242107	0.5929052	-0.5929052
NOD2	0.103925256	-0.075525229	0.283375741	4.462571037	1.139360907	0.255400202	0.532619666	-5.477435194	0.5927788	0.5927788
ARHGAP11A	-0.07231695	-0.197216653	0.052582753	4.179189402	-1.139104441	0.255506985	0.532682677	-5.477712501	0.5925972	-0.5925972
DPAGT1	-0.079725464	-0.217417497	0.057966569	6.948441236	-1.139129483	0.255496557	0.532682677	-5.477685426	0.5926149	-0.5926149
GP1BA	-0.043656762	-0.119067047	0.031753523	3.875074713	-1.138952953	0.255570073	0.532734382	-5.477876269	0.59249	-0.59249
GOLGA4	0.089249597	-0.064937945	0.243437139	8.34478047	1.138785236	0.255639933	0.532792923	-5.478057557	0.5923713	0.5923713
HRH2	-0.036819327	-0.100433039	0.026794384	3.795018268	-1.138701682	0.255674741	0.532792923	-5.478147862	0.5923122	-0.5923122
ADAMTS20	-0.035179015	-0.096051097	0.025693066	3.560912074	-1.136973582	0.256395398	0.532818976	-5.480014118	0.5910898	-0.5910898
ATP2C1	0.082707369	-0.060301961	0.2257167	7.735887279	1.137796733	0.256051949	0.532818976	-5.47912551	0.5916719	0.5916719
DCAF17	-0.060192289	-0.16427537	0.043890792	3.900497433	-1.13774665	0.256072836	0.532818976	-5.479179594	0.5916365	-0.5916365
ELAVL4	-0.299676378	-0.817737821	0.218385065	7.183158532	-1.138036229	0.255952082	0.532818976	-5.478866849	0.5918413	-0.5918413
FRY	-0.17032953	-0.464753301	0.124094241	6.721388894	-1.138156349	0.255902004	0.532818976	-5.478737097	0.5919263	-0.5919263
FXR2	-0.066563943	-0.181611531	0.048483645	6.167365561	-1.138272836	0.255853447	0.532818976	-5.478611255	0.5920087	-0.5920087
GABRA1	0.228023938	-0.166379196	0.622427073	4.852923583	1.137430664	0.256204647	0.532818976	-5.479520768	0.591413	0.591413
IL1R1	0.267860523	-0.195350121	0.731071166	6.785431277	1.137666656	0.2561062	0.532818976	-5.479265973	0.5915799	0.5915799
MAP2K4	0.093008358	-0.067754768	0.253771484	7.309147052	1.138204725	0.255881838	0.532818976	-5.478684838	0.5919605	0.5919605
NSUN5	0.090291911	-0.065900512	0.246484335	8.412136516	1.137296573	0.256260596	0.532818976	-5.479665519	0.5913182	0.5913182
RPSAP44	-0.078894126	-0.215414328	0.057626075	4.910149745	-1.136927046	0.256414824	0.532818976	-5.480064336	0.5910569	-0.5910569
SEC14L2	0.153966878	-0.112428564	0.420362321	5.882510017	1.137065185	0.256357162	0.532818976	-5.479915262	0.5911545	0.5911545
SLC37A4	-0.086620658	-0.236414582	0.063173265	6.366946691	-1.137659068	0.256109365	0.532818976	-5.479274166	0.5915745	-0.5915745
SMR3A	-0.040371196	-0.110217806	0.029475414	3.821359154	-1.137132664	0.256328998	0.532818976	-5.479842436	0.5912023	-0.5912023
ST3GAL5	-0.142662356	-0.389230518	0.103905806	8.907169865	-1.138301326	0.255841573	0.532818976	-5.478580476	0.5920289	-0.5920289
TMEM185B	0.157594596	-0.114805331	0.429994523	5.550906121	1.138201572	0.255883153	0.532818976	-5.478688244	0.5919583	0.5919583
XPA	-0.06828705	-0.1864445	0.049870401	7.388755821	-1.137004239	0.256382601	0.532818976	-5.479981035	0.5911115	-0.5911115
XPOT	0.095487568	-0.069634052	0.260609188	9.261116718	1.137699953	0.256092312	0.532818976	-5.479230018	0.5916035	0.5916035
ZNF45	0.114457393	-0.08349501	0.312409797	6.890352716	1.137543254	0.256157675	0.532818976	-5.479399214	0.5914926	0.5914926
STK32B	0.189955428	-0.138808391	0.518719246	5.7094452	1.136717479	0.256502319	0.532921199	-5.480290457	0.5909087	0.5909087
NSG1	0.293171705	-0.214419543	0.800762952	7.407911016	1.136299394	0.256676934	0.533204368	-5.480741444	0.5906132	0.5906132
ELOVL5	0.087048378	-0.063688629	0.237785385	10.92053069	1.13612376	0.256750312	0.533277183	-5.48093085	0.590489	0.590489
AHDC1	-0.131329047	-0.358763895	0.096105801	6.68023175	-1.136026945	0.256790767	0.533278331	-5.481035245	0.5904206	-0.5904206
CLUAP1	0.088710848	-0.064942358	0.242364053	7.866932611	1.135847299	0.256865846	0.533278331	-5.481228931	0.5902936	0.5902936
PPP1R11	-0.073873019	-0.201824493	0.054078455	9.658846588	-1.135861566	0.256859882	0.533278331	-5.48121355	0.5903037	-0.5903037
LINC01949	-0.071905329	-0.196482563	0.052671906	4.360447833	-1.135552552	0.256989061	0.533454542	-5.48154665	0.5900854	-0.5900854
NRG1	-0.148931223	-0.407061972	0.109199527	4.559040888	-1.13509147	0.257181892	0.533775186	-5.482043501	0.5897596	-0.5897596
AKAP3	-0.066114014	-0.180775611	0.048547584	4.286202989	-1.13438476	0.257477645	0.534309315	-5.482804649	0.5892605	-0.5892605
MAPK8IP1	0.107269208	-0.078795722	0.293334137	5.717488315	1.13421503	0.257548711	0.534312081	-5.482987383	0.5891406	0.5891406
PNISR	-0.141073369	-0.385777303	0.103630565	8.481449236	-1.134198149	0.25755578	0.534312081	-5.483005557	0.5891287	-0.5891287
CASP8AP2	-0.116053112	-0.317623476	0.085517252	6.64500678	-1.132700149	0.258183599	0.535001705	-5.48461713	0.5880714	-0.5880714
CYCSP33	-0.040499828	-0.11083713	0.029837475	4.2131477	-1.132797589	0.258142729	0.535001705	-5.484512366	0.5881401	-0.5881401
GCNT3	-0.061084957	-0.167174959	0.045005045	3.738945668	-1.132777628	0.258151101	0.535001705	-5.484533828	0.588126	-0.588126
HAMP	0.286262565	-0.210738136	0.783263266	7.213832643	1.133163049	0.257989481	0.535001705	-5.484119359	0.588398	0.588398
SKI	0.120311156	-0.08866029	0.329282602	5.350051391	1.132671046	0.258195806	0.535001705	-5.484648418	0.5880508	0.5880508
SPIDR	0.060579851	-0.044628178	0.16578788	4.854955823	1.132828489	0.258129769	0.535001705	-5.484479142	0.5881619	0.5881619
TIMM17A	-0.066993737	-0.183314479	0.049327004	10.14224645	-1.13308344	0.258022858	0.535001705	-5.48420498	0.5883418	-0.5883418
TSHB	-0.03152202	-0.086252901	0.023208862	3.608736241	-1.1330953	0.258017886	0.535001705	-5.484192225	0.5883502	-0.5883502
CLUHP3	-0.067642288	-0.185159558	0.049874983	4.391402553	-1.132404119	0.258307792	0.535074382	-5.484935354	0.5878625	-0.5878625
TRAPPC6A	-0.110472395	-0.302385893	0.081441102	6.498929307	-1.132486667	0.258273156	0.535074382	-5.484846624	0.5879207	-0.5879207
PRR11	-0.107207675	-0.293516029	0.079100679	8.745525673	-1.132083333	0.258442419	0.535273565	-5.485280096	0.5876362	-0.5876362
CACNA2D1	-0.043974179	-0.120432827	0.032484469	4.628222764	-1.131503685	0.258685807	0.535697919	-5.485902788	0.5872274	-0.5872274
TFEC	0.151418913	-0.112131798	0.414969625	5.43250808	1.130318355	0.259184012	0.536649754	-5.487175153	0.5863918	0.5863918
ISG15	0.217528216	-0.161128877	0.596185308	9.22525123	1.130197517	0.259234839	0.53667513	-5.48730479	0.5863066	0.5863066
MGAT2	0.089373102	-0.066239485	0.244985688	8.648727153	1.129918077	0.259352404	0.53675879	-5.487604524	0.5861097	0.5861097
NFE2L1	0.087229008	-0.064649992	0.239108008	8.904039556	1.12992093	0.259351203	0.53675879	-5.487601464	0.5861117	0.5861117
HIST1H2BO	-0.040012846	-0.109698813	0.029673121	3.853864642	-1.129637133	0.259470638	0.536833395	-5.487905797	0.5859118	-0.5859118
RALGPS1	-0.159495859	-0.437273	0.118281282	6.160695491	-1.129633999	0.259471957	0.536833395	-5.487909157	0.5859096	-0.5859096
SSH1	0.101110409	-0.074994883	0.2772157	6.772537883	1.129557406	0.259504198	0.536833395	-5.48799128	0.5858556	0.5858556
PPP1R10	-0.107668987	-0.295242772	0.079904798	7.568249768	-1.12928441	0.259619134	0.536991323	-5.488283938	0.5856633	-0.5856633
BPY2	-0.034069475	-0.093554593	0.025415643	3.59117995	-1.126787339	0.260672087	0.537103611	-5.490957604	0.5839055	-0.5839055
BPY2B	-0.034069475	-0.093554593	0.025415643	3.59117995	-1.126787339	0.260672087	0.537103611	-5.490957604	0.5839055	-0.5839055
BPY2C	-0.034069475	-0.093554593	0.025415643	3.59117995	-1.126787339	0.260672087	0.537103611	-5.490957604	0.5839055	-0.5839055
CDC27	-0.102091791	-0.280149042	0.07596546	8.389820342	-1.128017943	0.260152802	0.537103611	-5.489640705	0.5847715	-0.5847715
COA1	-0.131499997	-0.360999948	0.097999955	8.660130254	-1.12727011	0.260468284	0.537103611	-5.490441149	0.5842452	-0.5842452
DDT	-0.103661869	-0.284426595	0.077102858	8.495274232	-1.128210642	0.260071553	0.537103611	-5.489434364	0.5849071	-0.5849071
DDTL	-0.103661869	-0.284426595	0.077102858	8.495274232	-1.128210642	0.260071553	0.537103611	-5.489434364	0.5849071	-0.5849071
DNM1	0.201428715	-0.149751545	0.552608975	7.265608017	1.128433924	0.25997743	0.537103611	-5.489195231	0.5850644	0.5850644
FZR1	-0.048963237	-0.134307744	0.036381269	4.9605576	-1.128702277	0.25986434	0.537103611	-5.488907765	0.5852533	-0.5852533
GGNBP2	0.067339503	-0.050154785	0.184833791	8.715834853	1.127555691	0.260347777	0.537103611	-5.490135539	0.5844461	0.5844461
KNTC1	-0.129561574	-0.355777746	0.096654598	6.295619711	-1.126775552	0.260677065	0.537103611	-5.490970212	0.5838972	-0.5838972
LIG4	-0.073404288	-0.201377305	0.054568728	4.943695336	-1.128464432	0.259964572	0.537103611	-5.489162554	0.5850858	-0.5850858
PARM1	-0.181488425	-0.498012047	0.135035198	5.530084077	-1.128048186	0.260140049	0.537103611	-5.489608323	0.5847928	-0.5847928
PHB2	-0.074468991	-0.204355677	0.055417696	11.10188251	-1.127965137	0.26017507	0.537103611	-5.489697243	0.5847343	-0.5847343
PLGRKT	0.119852332	-0.089026076	0.328730741	7.975500185	1.128854029	0.259800404	0.537103611	-5.488745175	0.5853602	0.5853602
PLOD3	0.109569661	-0.081724993	0.300864315	9.027588846	1.126866145	0.260638812	0.537103611	-5.490873315	0.5839609	0.5839609
POLR3G	-0.091292168	-0.250530264	0.067945929	4.936468065	-1.12790206	0.260201671	0.537103611	-5.489764775	0.5846899	-0.5846899
PPIE	0.094580261	-0.070403129	0.259563651	7.58681673	1.12783387	0.26023043	0.537103611	-5.489837776	0.5846419	0.5846419
PRRX1	0.167937239	-0.125000189	0.460874668	5.770716124	1.127864668	0.260217441	0.537103611	-5.489804805	0.5846636	0.5846636
RBM4B	-0.093214743	-0.255864521	0.069435036	7.157403655	-1.127498511	0.260371902	0.537103611	-5.490196736	0.5844059	-0.5844059
SLC12A5	0.217954841	-0.162373295	0.598282977	4.867418901	1.127438632	0.260397167	0.537103611	-5.490260817	0.5843637	0.5843637
SLC29A1	-0.088997831	-0.244333186	0.066337524	5.032082025	-1.127181768	0.260505569	0.537103611	-5.490535672	0.584183	-0.584183
SNX5	0.101271803	-0.075423947	0.277967552	9.544700984	1.127579797	0.260337606	0.537103611	-5.490109739	0.5844631	0.5844631
STK4	-0.079374224	-0.217893222	0.059144774	5.734493882	-1.127340213	0.260438699	0.537103611	-5.490366137	0.5842945	-0.5842945
SYNE2	-0.135524009	-0.372060673	0.101012655	7.698318058	-1.127204254	0.260496079	0.537103611	-5.490511613	0.5841988	-0.5841988
TYRP1	-0.101494856	-0.278567058	0.075577346	3.699251458	-1.127660824	0.260303423	0.537103611	-5.490023014	0.5845201	-0.5845201
RPSAP20	-0.07865311	-0.216027966	0.058721746	5.921000062	-1.12640222	0.260834747	0.537299664	-5.491369437	0.5836346	-0.5836346
SLC7A5	-0.153717831	-0.422230176	0.114794515	8.517882475	-1.126276018	0.260888064	0.537299664	-5.491504362	0.5835458	-0.5835458
ZNF195	-0.104829688	-0.287940952	0.078281576	7.200857852	-1.126299987	0.260877938	0.537299664	-5.491478738	0.5835626	-0.5835626
IDH3B	-0.069207951	-0.190126697	0.051710796	9.112337918	-1.126022838	0.260995051	0.537440453	-5.491774998	0.5833677	-0.5833677
LY6H	0.242332296	-0.181152788	0.66581738	5.034803116	1.12579166	0.261092767	0.537562114	-5.492022062	0.5832052	0.5832052
P4HA1	0.127919473	-0.095666234	0.351505179	8.680689946	1.125582862	0.261181045	0.537664309	-5.492245164	0.5830583	0.5830583
ARPC5L	-0.068911686	-0.189432085	0.051608714	9.059124863	-1.124908392	0.261466348	0.53808033	-5.492965563	0.5825842	-0.5825842
FAM222B	-0.088971781	-0.244611511	0.066667948	7.46903232	-1.124648134	0.261576495	0.53808033	-5.493243429	0.5824013	-0.5824013
PGM3	-0.114264471	-0.314148615	0.085619673	7.534944296	-1.124650851	0.261575345	0.53808033	-5.493240527	0.5824032	-0.5824032
PSMD14	0.062089696	-0.046501335	0.170680726	10.89000855	1.124890954	0.261473727	0.53808033	-5.492984182	0.5825719	0.5825719
TMEM184B	-0.087248943	-0.239866343	0.065368456	6.92214646	-1.124711083	0.261549851	0.53808033	-5.493176226	0.5824455	-0.5824455
GOLT1B	0.147403844	-0.110546486	0.405354174	7.369289698	1.124236211	0.261750896	0.538279925	-5.493683089	0.5821118	0.5821118
HMHB1	0.045118416	-0.033835052	0.124071884	3.55402229	1.12426187	0.261740031	0.538279925	-5.493655707	0.5821299	0.5821299
IFIT3	0.173373912	-0.130078173	0.476825996	5.845672138	1.12403147	0.261837611	0.538378678	-5.493901557	0.581968	0.581968
TCIRG1	0.146363745	-0.109918665	0.402646155	6.645569298	1.123568516	0.26203376	0.538702384	-5.494395406	0.5816428	0.5816428
PMFBP1	-0.061695311	-0.169770579	0.046379956	4.449990225	-1.123079992	0.262240852	0.539048489	-5.494916312	0.5812997	-0.5812997
CDX1	-0.058397375	-0.160712349	0.043917599	5.332874158	-1.122894549	0.262319494	0.539130494	-5.495113988	0.5811694	-0.5811694
UFSP2	-0.081555346	-0.224471645	0.061360954	8.11179686	-1.122678789	0.262411014	0.539238938	-5.495343941	0.5810179	-0.5810179
HPX	-0.058263516	-0.160377004	0.043849972	4.561852888	-1.122531213	0.262473624	0.539287951	-5.495501199	0.5809143	-0.5809143
NFU1	-0.090164956	-0.248228337	0.067898424	9.248840812	-1.122254507	0.262591047	0.539290748	-5.495796004	0.5807201	-0.5807201
PRB1	-0.065983778	-0.181656475	0.049688919	4.970934471	-1.122254	0.262591262	0.539290748	-5.495796544	0.5807197	-0.5807197
PRB2	-0.065983778	-0.181656475	0.049688919	4.970934471	-1.122254	0.262591262	0.539290748	-5.495796544	0.5807197	-0.5807197
JUN	0.106320617	-0.080081025	0.29272226	9.872961977	1.122154362	0.262633553	0.539298002	-5.495902681	0.5806498	0.5806498
TAF4	-0.095124094	-0.261960746	0.071712559	7.131604194	-1.121718576	0.262818578	0.539598302	-5.496366785	0.5803439	-0.5803439
RUNDC3B	-0.162822042	-0.448452916	0.122808831	5.633167632	-1.121483527	0.262918412	0.539723632	-5.496617033	0.580179	-0.580179
ABCB11	-0.031702865	-0.087337208	0.023931478	3.694924144	-1.12108977	0.263085713	0.539742907	-5.497036135	0.5799027	-0.5799027
ELF4	-0.146930551	-0.404793783	0.110932681	6.233971736	-1.121004959	0.263121758	0.539742907	-5.497126386	0.5798432	-0.5798432
FAM162A	-0.105207725	-0.289791105	0.079375656	10.60681717	-1.121346624	0.262976571	0.539742907	-5.496762764	0.5800829	-0.5800829
GNG13	-0.043886976	-0.120891702	0.033117749	3.400731244	-1.121251743	0.263016884	0.539742907	-5.496863753	0.5800164	-0.5800164
MPDU1	0.12087793	-0.091231289	0.332987149	7.101497476	1.121172191	0.263050688	0.539742907	-5.496948421	0.5799606	0.5799606
ZKSCAN4	-0.06760309	-0.186264605	0.051058425	6.156030635	-1.120834538	0.263194197	0.539811919	-5.497307718	0.5797237	-0.5797237
FAM135A	0.035708947	-0.026980471	0.098398364	3.713758041	1.120643962	0.263275219	0.539898512	-5.497510461	0.57959	0.57959
MAP1LC3B2	-0.104289419	-0.287426759	0.07884792	9.143174819	-1.120335753	0.26340629	0.539928568	-5.497838278	0.5793739	-0.5793739
MRPS33	-0.098838621	-0.272391963	0.07471472	10.09130115	-1.120414052	0.263372988	0.539928568	-5.497755007	0.5794288	-0.5794288
TNK1	-0.04943047	-0.13623041	0.03736947	4.245117306	-1.120366628	0.263393158	0.539928568	-5.497805443	0.5793955	-0.5793955
COQ2	-0.091284459	-0.251645203	0.069076286	7.784348468	-1.119911306	0.263586866	0.540060029	-5.49828958	0.5790762	-0.5790762
SERPINA5	0.145368154	-0.10997523	0.400711537	4.904472367	1.120029633	0.263536517	0.540060029	-5.498163784	0.5791592	0.5791592
SIKE1	-0.103426422	-0.285112539	0.078259696	6.670515074	-1.119939604	0.263574825	0.540060029	-5.498259498	0.5790961	-0.5790961
FOXK2	-0.078515946	-0.216504413	0.059472521	7.168048144	-1.119437694	0.263788461	0.540344299	-5.498792959	0.5787442	-0.5787442
STAC	0.240024396	-0.181821481	0.661870274	6.069643652	1.119402892	0.263803279	0.540344299	-5.49882994	0.5787198	0.5787198
SERPINA6	-0.060136534	-0.165861052	0.045587984	3.943474385	-1.119044943	0.263955718	0.540576959	-5.499210234	0.5784689	-0.5784689
DNAAF5	0.095894885	-0.072729291	0.264519062	8.692503047	1.11882059	0.264051294	0.540609451	-5.499448531	0.5783117	0.5783117
LSS	-0.101670415	-0.28046426	0.077123431	8.300574923	-1.118734103	0.264088144	0.540609451	-5.499540381	0.5782511	-0.5782511
SCNM1	-0.09879805	-0.272538142	0.074942042	8.531742519	-1.118750323	0.264081233	0.540609451	-5.499523155	0.5782625	-0.5782625
CRYGC	-0.042363798	-0.116896779	0.032169182	3.898404111	-1.118230287	0.264302881	0.540829481	-5.500075295	0.5778981	-0.5778981
FLG	0.040255683	-0.030563283	0.11107465	3.440142924	1.118310664	0.264268615	0.540829481	-5.499989973	0.5779544	0.5779544
PLIN2	0.224631883	-0.170589754	0.619853521	9.229740227	1.118189817	0.264320136	0.540829481	-5.500118253	0.5778698	0.5778698
PROSER1	-0.082050594	-0.22642136	0.062320171	5.289335298	-1.11811718	0.264351107	0.540829481	-5.500195352	0.5778189	-0.5778189
ANKRD40CL	-0.046200468	-0.127528292	0.035127356	3.679200158	-1.117614614	0.264565458	0.540867729	-5.500728647	0.5774669	-0.5774669
METTL8	0.081359599	-0.061870998	0.224590196	6.589765321	1.11752654	0.264603035	0.540867729	-5.500822082	0.5774052	0.5774052
MGAT5	-0.098527957	-0.271946905	0.074890992	8.179768454	-1.117757968	0.264504304	0.540867729	-5.500576553	0.5775673	-0.5775673
SUPT16H	-0.106624424	-0.294309815	0.081060968	8.180534102	-1.117663513	0.264544597	0.540867729	-5.500676769	0.5775011	-0.5775011
SUPT16HP1	-0.106624424	-0.294309815	0.081060968	8.180534102	-1.117663513	0.264544597	0.540867729	-5.500676769	0.5775011	-0.5775011
TMCO3	-0.108125692	-0.298442171	0.082190786	4.801021056	-1.117731157	0.26451574	0.540867729	-5.500605	0.5775485	-0.5775485
ARHGDIA	0.078610652	-0.059869629	0.217090932	8.04318926	1.116807471	0.264909968	0.541077971	-5.501584647	0.5769017	0.5769017
BCL11B	-0.113953403	-0.314707827	0.086801022	4.242196381	-1.116727007	0.26494433	0.541077971	-5.501669948	0.5768454	-0.5768454
COL11A2	-0.063742514	-0.17602397	0.048538942	4.295926806	-1.116878682	0.264879561	0.541077971	-5.50150915	0.5769516	-0.5769516
CRISP3	0.070675596	-0.053854181	0.195205374	3.561820997	1.116557562	0.265016699	0.541077971	-5.501849559	0.5767268	0.5767268
PPP1CC	0.070038184	-0.053378616	0.193454985	11.01191246	1.116465848	0.265055876	0.541077971	-5.501946763	0.5766626	0.5766626
SERBP1	0.067628138	-0.051535624	0.186791901	10.98677965	1.116524028	0.265031023	0.541077971	-5.501885101	0.5767033	0.5767033
SNRPG	-0.087445093	-0.241525213	0.066635027	11.7120062	-1.116538452	0.265024862	0.541077971	-5.501869813	0.5767134	-0.5767134
SNRPGP10	-0.087445093	-0.241525213	0.066635027	11.7120062	-1.116538452	0.265024862	0.541077971	-5.501869813	0.5767134	-0.5767134
SNRPGP15	-0.087445093	-0.241525213	0.066635027	11.7120062	-1.116538452	0.265024862	0.541077971	-5.501869813	0.5767134	-0.5767134
SPTBN4	-0.055023848	-0.152008898	0.041961202	4.807492513	-1.116171711	0.265181546	0.541255102	-5.502258457	0.5764567	-0.5764567
ANKZF1	-0.076279409	-0.210860746	0.058301929	6.375835889	-1.115083334	0.265646916	0.54126884	-5.503411091	0.5756952	-0.5756952
CDC34	-0.09246672	-0.255648658	0.070715217	8.41482538	-1.114803225	0.265766777	0.54126884	-5.503707557	0.5754993	-0.5754993
CPE	0.205844223	-0.157663079	0.569351526	10.67294389	1.114064644	0.266083	0.54126884	-5.504488912	0.5749829	0.5749829
DDOST	0.085903348	-0.065578007	0.237384702	10.30454243	1.115670003	0.265395997	0.54126884	-5.502789924	0.5761056	0.5761056
GCNT1	-0.09041633	-0.250022173	0.069189512	4.543154053	-1.114507355	0.265893422	0.54126884	-5.504020624	0.5752924	-0.5752924
HCRT	-0.046117957	-0.127515243	0.035279329	3.712061517	-1.114666584	0.26582526	0.54126884	-5.503852151	0.5754038	-0.5754038
HSF4	-0.067126095	-0.185606658	0.051354468	4.684886927	-1.114625876	0.265842685	0.54126884	-5.503895223	0.5753753	-0.5753753
IFNA6	-0.030533896	-0.084444017	0.023376225	3.40856706	-1.114286219	0.265988106	0.54126884	-5.504254559	0.5751378	-0.5751378
IKZF4	-0.031433565	-0.086916584	0.024049453	3.881377241	-1.114598382	0.265854454	0.54126884	-5.503924315	0.5753561	-0.5753561
KAT2B	0.17301124	-0.132339266	0.478361747	8.641996993	1.11470647	0.265808188	0.54126884	-5.503809945	0.5754316	0.5754316
LINC01565	-0.035075054	-0.096949002	0.026798894	3.851167518	-1.115258044	0.265572175	0.54126884	-5.503226141	0.5758174	-0.5758174
LMBR1L	-0.076297429	-0.211018914	0.058424056	6.179810291	-1.114186496	0.266030812	0.54126884	-5.50436004	0.5750681	-0.5750681
OBSCN	-0.034541388	-0.095499721	0.026416944	3.635538344	-1.114786134	0.265774091	0.54126884	-5.503725643	0.5754874	-0.5754874
OR1F2P	-0.030778724	-0.085100035	0.023542586	3.672897043	-1.114718534	0.265803024	0.54126884	-5.503797179	0.5754401	-0.5754401
PNMT	0.066941158	-0.051179198	0.185061513	4.10296449	1.114944686	0.26570624	0.54126884	-5.503557844	0.5755982	0.5755982
PRODH	0.14826148	-0.113547648	0.410070608	5.33366904	1.114110829	0.266063219	0.54126884	-5.504440069	0.5750152	0.5750152
PSME2	0.105340078	-0.080628099	0.291308254	10.16270479	1.114396784	0.265940762	0.54126884	-5.5041376	0.5752151	0.5752151
PSME2P2	0.105340078	-0.080628099	0.291308254	10.16270479	1.114396784	0.265940762	0.54126884	-5.5041376	0.5752151	0.5752151
PUM3	-0.118869176	-0.328459787	0.090721435	6.750225957	-1.115789513	0.265344903	0.54126884	-5.502663347	0.5761893	-0.5761893
STAT5A	0.071848129	-0.054878565	0.198574822	5.060437732	1.115404021	0.265509738	0.54126884	-5.503071587	0.5759195	0.5759195
TK1	-0.132190191	-0.36554011	0.101159728	5.032096747	-1.114490634	0.265900581	0.54126884	-5.504038314	0.5752807	-0.5752807
UGT2B17	-0.058047884	-0.160443276	0.044347508	3.49136363	-1.115297749	0.265555191	0.54126884	-5.503184105	0.5758452	-0.5758452
ZKSCAN1	0.120598185	-0.092050867	0.333247237	8.098802878	1.115737857	0.265366987	0.54126884	-5.50271806	0.5761531	0.5761531
IL21	-0.038136274	-0.105499125	0.029226576	3.631605854	-1.113788304	0.266201382	0.541430498	-5.504781125	0.5747897	-0.5747897
IL19	-0.046205617	-0.127835132	0.035423897	3.714745688	-1.113608177	0.266278567	0.541508329	-5.504971559	0.5746638	-0.5746638
ARPC1B	0.143442287	-0.110035604	0.396920178	9.028464572	1.113325005	0.266399938	0.541622103	-5.505270873	0.5744659	0.5744659
ZNF623	0.081538298	-0.062552364	0.225628959	5.338250574	1.113296011	0.266412367	0.541622103	-5.505301515	0.5744456	0.5744456
