LIMMA FOR GSE DATASET										
ID	logFC	CI.025	CI.975	AveExpr	t	P.Value	adj.P.Val	B	modLog10P	signLog10P
KCNH2	0.070103898	-0.116964687	0.257172484	9.033077324	0.739718644	0.46048263	0.707418577	-5.734965607	0.3367867	0.3367867
KCNH3	0.003036315	-0.149428013	0.155500644	7.968999794	0.039310075	0.968688922	0.987123543	-5.992178872	0.01381567	0.01381567
KCNH4	-0.095101673	-0.176498118	-0.013705229	6.289433113	-2.306258479	0.022293192	0.155802352	-3.52187115	1.651828	-1.651828
KCNH5	-0.075655069	-0.196519255	0.045209117	5.194144669	-1.235565172	0.218310963	0.486164149	-5.275425499	0.6609245	-0.6609245
KCNH6	2.55E-04	-0.05911057	0.059620139	6.259193499	0.008471588	0.993250583	0.997027841	-5.992874661	0.002941171	0.002941171
KCNH7	-0.043679762	-0.116872894	0.02951337	6.658506072	-1.1779726	0.240440396	0.512447769	-5.340475002	0.6189926	-0.6189926
KCNH8	-0.399215646	-0.716288929	-0.082142363	6.036313118	-2.485267621	0.01390431	0.12117578	-3.130793996	1.856851	-1.856851
KCNIP1	0.006274046	-0.34282381	0.355371902	8.789551993	0.035475273	0.971742042	0.988352264	-5.992314292	0.01244901	0.01244901
KCNIP2	-0.363812231	-0.637632015	-0.089992448	8.551024748	-2.622634263	0.009511272	0.10036257	-2.812367431	2.021761	-2.021761
KCNIP2-AS1	-0.064180993	-0.142652862	0.014290875	7.613631858	-1.614424347	0.108274748	0.340599479	-4.772013644	0.9654728	-0.9654728
KCNIP3	-0.275822481	-0.442762564	-0.108882398	8.162760769	-3.2613266	0.001337974	0.039079014	-1.129265812	2.873552	-2.873552
KCNIP4	-0.304412587	-0.649450854	0.040625681	8.497537891	-1.741488449	0.083392049	0.30184921	-4.574117681	1.078875	-1.078875
KCNJ1	-0.078772167	-0.141119079	-0.016425256	6.48064309	-2.493923377	0.013581631	0.119476173	-3.11119635	1.867048	-1.867048
KCNJ10	-0.542302183	-0.875774565	-0.208829801	9.669235028	-3.210012608	0.001584787	0.042997395	-1.276493073	2.800029	-2.800029
KCNJ11	-0.084350298	-0.18669778	0.017997183	6.593424137	-1.626802086	0.105616088	0.336414902	-4.753372805	0.9762699	-0.9762699
KCNJ12	-0.003837466	-0.121953633	0.114278701	6.1020472	-0.064129885	0.948941534	0.978347404	-5.990966588	0.02276054	-0.02276054
KCNJ13	-0.023712716	-0.083664063	0.036238632	5.204781027	-0.780742111	0.436031089	0.688032453	-5.705617489	0.3604825	-0.3604825
KCNJ14	0.066039877	0.007328842	0.124750912	6.411001323	2.220300612	0.027709485	0.173957346	-3.699942379	1.557372	1.557372
KCNJ15	-0.011891641	-0.079155975	0.055372694	7.484968	-0.348965252	0.727543692	0.874677773	-5.935427348	0.1381409	-0.1381409
KCNJ16	-0.292993275	-0.827733948	0.241747397	9.021422576	-1.081532792	0.280979428	0.554750962	-5.44256174	0.5513255	-0.5513255
KCNJ18	-0.081912524	-0.189082865	0.025257816	5.292105687	-1.508693283	0.133218207	0.378468407	-4.925615613	0.8754364	-0.8754364
KCNJ2	0.127444218	-0.084449898	0.339338335	8.441220558	1.187207131	0.23678861	0.507447794	-5.330250112	0.6256392	0.6256392
KCNJ2-AS1	-0.042150384	-0.091557444	0.007256677	4.223167979	-1.683983275	0.094005067	0.318678763	-4.665471546	1.026849	-1.026849
KCNJ3	-0.344700179	-0.676141111	-0.013259248	6.087925178	-2.052866114	0.041605404	0.215336508	-4.028477132	1.38085	-1.38085
KCNJ4	-0.35221105	-0.706215602	0.001793503	7.918615144	-1.963900076	0.051158952	0.238726991	-4.193102049	1.291078	-1.291078
KCNJ5	-0.009494671	-0.07839647	0.059407128	8.160126138	-0.272003578	0.785946624	0.9067578	-5.957980454	0.1046069	-0.1046069
KCNJ6	-0.032942702	-0.283575423	0.217690019	7.456548509	-0.259445836	0.795602609	0.91111275	-5.96113044	0.0993038	-0.0993038
KCNJ8	0.080550296	-0.081980806	0.243081398	7.635728158	0.978263649	0.329322618	0.598528826	-5.542347742	0.4823784	0.4823784
KCNJ9	-0.549163137	-0.882539766	-0.215786508	7.0878276	-3.251557839	0.001382012	0.039540245	-1.157451585	2.859488	-2.859488
KCNK1	-0.419443268	-0.86218605	0.023299513	8.371541527	-1.870023211	0.063185744	0.263852239	-4.359267554	1.199381	-1.199381
KCNK10	-0.236035209	-0.405783897	-0.066286521	7.078666077	-2.744704673	0.006701968	0.08500775	-2.516227238	2.173798	-2.173798
KCNK12	-0.249626229	-0.444241888	-0.05501057	5.664506905	-2.531848369	0.012245146	0.113225523	-3.024587003	1.912036	-1.912036
KCNK13	0.029516069	-0.030669295	0.089701433	5.984988998	0.968039058	0.334388774	0.602854273	-5.551689788	0.4757483	0.4757483
KCNK15-AS1	-0.081096545	-0.160092893	-0.002100197	5.968967831	-2.026378623	0.044276084	0.222320265	-4.078215035	1.353831	-1.353831
KCNK16	0.023774794	-0.0357283	0.083277888	7.167904339	0.788682977	0.431386777	0.685467761	-5.699755016	0.3651332	0.3651332
KCNK17	-0.055498583	-0.147410424	0.036413257	6.383047854	-1.191888669	0.234952483	0.505202991	-5.325036531	0.62902	-0.62902
KCNK2	-0.269692033	-0.438939586	-0.10044448	5.583522893	-3.145364471	0.001955917	0.047413367	-1.459051068	2.70865	-2.70865
KCNK3	-0.111048806	-0.193936989	-0.028160623	8.58163758	-2.644518025	0.0089405	0.097346076	-2.760185054	2.048638	-2.048638
KCNK4	-0.038171443	-0.121983599	0.045640713	5.806522888	-0.898994063	0.369916976	0.633647926	-5.612233483	0.4318957	-0.4318957
KCNK5	0.064179658	-0.019047211	0.147406526	6.040781177	1.522155775	0.129812743	0.373458089	-4.906618856	0.8866827	0.8866827
KCNK6	0.059592624	-0.023510063	0.14269531	6.073695498	1.415476623	0.158743149	0.413192869	-5.05264439	0.799305	0.799305
KCNK7	-0.030410964	-0.095431997	0.034610069	6.928288613	-0.923212282	0.357194335	0.622185245	-5.591501642	0.4470954	-0.4470954
KCNK9	-0.160098339	-0.263887222	-0.056309455	6.695010535	-3.044817329	0.00269581	0.055161598	-1.736443437	2.569311	-2.569311
KCNMA1	-0.285411531	-0.507198801	-0.063624262	9.239573922	-2.540154657	0.011968615	0.111967149	-3.005456749	1.921956	-1.921956
KCNMA1-AS1	-0.058728522	-0.115905822	-0.001551221	7.284412244	-2.027452455	0.044165039	0.221814425	-4.07621054	1.354921	-1.354921
KCNMB1	0.093931002	-0.08754499	0.275406995	7.906407477	1.021680332	0.308372021	0.579929488	-5.501598698	0.510925	0.510925
KCNMB2	-0.159911917	-0.26886892	-0.050954914	6.414389322	-2.897016305	0.004259044	0.068571569	-2.129576567	2.370688	-2.370688
KCNMB2-AS1	-0.029191487	-0.079809275	0.021426301	4.886080674	-1.138356567	0.256560185	0.530676845	-5.383448674	0.5908107	-0.5908107
KCNMB3	0.106094242	-0.027933552	0.240122035	7.176101337	1.562507834	0.12001278	0.358240509	-4.848696808	0.9207725	0.9207725
KCNMB3P1	0.106094242	-0.027933552	0.240122035	7.176101337	1.562507834	0.12001278	0.358240509	-4.848696808	0.9207725	0.9207725
KCNMB4	-0.049037239	-0.323146386	0.225071908	10.12923484	-0.353124408	0.724429069	0.872834442	-5.934049531	0.1400041	-0.1400041
KCNN1	-0.085317565	-0.20526198	0.03462685	8.58579957	-1.404053577	0.162112171	0.417280432	-5.067667839	0.7901844	-0.7901844
KCNN2	-0.456421012	-0.839940179	-0.072901845	7.98078072	-2.349112487	0.01995778	0.145902157	-3.430729547	1.699888	-1.699888
KCNN3	-0.33912119	-0.631465536	-0.046776844	9.238434892	-2.289736389	0.023255697	0.159579894	-3.556590778	1.633471	-1.633471
KCNN4	0.022847391	-0.114886081	0.160580863	6.880659922	0.327432943	0.743740007	0.884565302	-5.94229978	0.1285789	0.1285789
KCNQ1	0.018321307	-0.0880828	0.124725415	8.026362521	0.339878211	0.734364364	0.87885291	-5.938380932	0.1340884	0.1340884
KCNQ1-AS1	-0.022732939	-0.087453712	0.041987834	5.855409006	-0.693325467	0.489043735	0.725160532	-5.76625946	0.3106523	-0.3106523
KCNQ1DN	-0.083907522	-0.167177015	-6.38E-04	7.484712954	-1.989024972	0.048289448	0.232280131	-4.147313497	1.316148	-1.316148
KCNQ1OT1	-0.112628413	-0.217762582	-0.007494243	8.2594457	-2.114605382	0.035909533	0.199867849	-3.910167196	1.44479	-1.44479
KCNQ2	-0.173851445	-0.540018761	0.19231587	8.888845764	-0.937182104	0.349983493	0.616559838	-5.579294888	0.4559524	-0.4559524
KCNQ3	-0.086231295	-0.282792926	0.110330336	8.463019317	-0.865947216	0.387729554	0.649868907	-5.63964263	0.4114711	-0.4114711
KCNQ4	0.034712988	-0.156536501	0.225962478	6.348380819	0.358275388	0.720578083	0.87047505	-5.932320556	0.142319	0.142319
KCNQ5	-0.703926019	-1.129873079	-0.277978959	6.377408331	-3.262095346	0.001334565	0.039032391	-1.127044611	2.87466	-2.87466
KCNRG	-0.046121115	-0.106199303	0.013957074	6.044870858	-1.515333494	0.131529885	0.375731163	-4.916266191	0.8809756	-0.8809756
KCNS1	-0.072477891	-0.225995376	0.081039594	7.651576833	-0.931907826	0.352694912	0.618804358	-5.583924834	0.4526008	-0.4526008
KCNS2	-0.063117897	-0.134757747	0.008521954	7.838757121	-1.739094188	0.083813515	0.302408604	-4.577980226	1.076686	-1.076686
KCNS3	-0.048691278	-0.24477871	0.147396154	6.744547857	-0.490147365	0.624656418	0.818253152	-5.87954963	0.2043588	-0.2043588
KCNT1	-0.010739559	-0.079887814	0.058408696	6.651992378	-0.306570592	0.759542324	0.893291159	-5.948541578	0.119448	-0.119448
KCNT2	-0.223210031	-0.562354219	0.115934156	7.65558827	-1.299135911	0.195642051	0.458208116	-5.200088667	0.7085378	-0.7085378
KCNU1	-0.032785886	-0.092901621	0.027329849	5.983396291	-1.076524755	0.283205473	0.556280774	-5.44762856	0.5478984	-0.5478984
KCNV1	-0.110691853	-0.200933227	-0.020450479	6.720616399	-2.421225377	0.016511491	0.132572307	-3.273829109	1.782214	-1.782214
KCNV2	-0.050361183	-0.093862532	-0.006859834	4.292846875	-2.285169684	0.023528072	0.160565655	-3.56614603	1.628414	-1.628414
KCP	-0.021286007	-0.084307502	0.041735487	6.913033532	-0.666700479	0.50585989	0.737208666	-5.783309274	0.2959698	-0.2959698
KCTD1	-0.099877109	-0.250693985	0.050939768	9.007963436	-1.307197705	0.192896407	0.454696459	-5.19027023	0.7146759	-0.7146759
KCTD10	-0.052177005	-0.15957064	0.05521663	9.206690506	-0.959016025	0.338901446	0.606681836	-5.559853396	0.4699266	-0.4699266
KCTD11	0.149750526	0.013464023	0.286037029	7.607595989	2.168906179	0.031467534	0.187202908	-3.803372292	1.502137	1.502137
KCTD12	0.309469485	0.081071631	0.53786734	10.98756961	2.674552148	0.008207391	0.093494105	-2.687921262	2.085795	2.085795
KCTD13	-0.019261863	-0.190527603	0.152003877	8.815608622	-0.222000043	0.824578129	0.92524337	-5.969640231	0.08376819	-0.08376819
KCTD14	0.213728061	0.049109135	0.378346987	7.106797088	2.562754699	0.011244277	0.108394225	-2.953113948	1.949068	1.949068
KCTD15	-0.095422453	-0.280357521	0.089512616	8.942092557	-1.018489512	0.309880781	0.581538667	-5.504652946	0.5088054	-0.5088054
KCTD16	-0.176417136	-0.382420113	0.029585841	6.682581092	-1.690411854	0.092766887	0.316346631	-4.655405882	1.032607	-1.032607
KCTD17	0.031508607	-0.059534268	0.122551483	8.041377104	0.683138093	0.495441907	0.728973513	-5.772861531	0.3050073	0.3050073
KCTD18	-0.044237603	-0.114082761	0.025607556	8.122921023	-1.250202989	0.212929519	0.478925085	-5.258406795	0.6717641	-0.6717641
KCTD19	0.030168566	-0.020994625	0.081331758	6.490424634	1.163917774	0.246074886	0.518704268	-5.355886495	0.6089327	0.6089327
KCTD2	-0.028088832	-0.12301533	0.066837667	9.460783549	-0.584078837	0.55993515	0.775150424	-5.831988617	0.2518623	-0.2518623
KCTD20	0.021584096	-0.102349803	0.145517994	9.470747723	0.343770812	0.731439978	0.876954439	-5.937125237	0.1358213	0.1358213
KCTD21	-0.043736039	-0.162351967	0.074879888	7.699729677	-0.727816171	0.467719148	0.711327002	-5.74318624	0.3300148	-0.3300148
KCTD3	-0.036642067	-0.21671733	0.143433196	9.029510616	-0.40165314	0.68843965	0.853615216	-5.916768936	0.1621341	-0.1621341
KCTD4	-0.335155224	-0.527075081	-0.143235368	6.733353405	-3.447079826	7.13E-04	0.029741095	-0.579327624	3.146975	-3.146975
KCTD5	0.051138742	-0.08497644	0.187253924	9.719405167	0.741598305	0.459345629	0.706832083	-5.733655278	0.3378604	0.3378604
KCTD6	0.061412467	-0.056082982	0.178907915	9.280172576	1.031717401	0.303658059	0.575406604	-5.491929748	0.5176152	0.5176152
KCTD7	0.197472124	0.074631535	0.320312714	9.105712707	3.173139499	0.001787565	0.045645452	-1.381019209	2.747738	2.747738
KCTD9	0.197855061	0.01475279	0.380957332	7.304074212	2.132940251	0.034352829	0.195629362	-3.874393559	1.464037	1.464037
KDELC1	0.1409322	-0.070098468	0.351962868	6.791232831	1.318226127	0.189186808	0.450301433	-5.176742437	0.7231092	0.7231092
KDELC2	0.464558489	0.213795353	0.715321624	8.497890614	3.656806378	3.39E-04	0.021729284	0.072987094	3.469196	3.469196
KDELR1	0.253497298	0.119421116	0.387573481	11.2730545	3.732045725	2.58E-04	0.019223532	0.314957801	3.588232	3.588232
KDELR2	0.437570435	0.229009123	0.646131748	10.72988099	4.141326553	5.41E-05	0.011010458	1.702455442	4.266769	4.266769
KDELR3	0.376869794	0.107314082	0.646425506	7.775753812	2.759739243	0.006413891	0.083492386	-2.478904052	2.192878	2.192878
KDF1	-0.018579501	-0.076594143	0.03943514	6.001419118	-0.632152265	0.528129666	0.753081557	-5.804443059	0.2772594	-0.2772594
KDM1A	0.065387275	-0.066138314	0.196912864	9.397307573	0.981314558	0.3278207	0.596879557	-5.539541385	0.4843636	0.4843636
KDM1B	-0.069154879	-0.248768867	0.110459108	7.923056723	-0.759990092	0.448304546	0.698227599	-5.720659969	0.3484269	-0.3484269
KDM2A	0.021300854	-0.080416183	0.12301789	9.319851112	0.413360111	0.679859468	0.848898551	-5.912268153	0.1675808	0.1675808
KDM2B	-0.021883774	-0.140392302	0.096624754	9.58379114	-0.364500283	0.715933745	0.867942656	-5.930197754	0.1451272	-0.1451272
KDM3A	0.114411348	-0.044422154	0.273244849	10.14104358	1.421844974	0.156888272	0.411092509	-5.044217259	0.8044095	0.8044095
KDM3B	0.00489517	-0.111499109	0.121289449	10.16276561	0.083015928	0.933935742	0.972146957	-5.989654391	0.029683	0.029683
KDM4A	0.049029591	-0.029527493	0.127586675	8.421286133	1.23196444	0.219649716	0.487575082	-5.279581763	0.6582694	0.6582694
KDM4B	0.018125488	-0.109775715	0.146026692	9.771213269	0.279730834	0.780021291	0.903456461	-5.955968232	0.1078935	0.1078935
KDM4C	-0.089031191	-0.195767451	0.017705069	7.400765536	-1.64647621	0.101497991	0.329738266	-4.723460174	0.9935426	-0.9935426
KDM4D	-0.065050598	-0.141431962	0.011330766	6.230771684	-1.681082934	0.094568049	0.319528436	-4.670000687	1.024256	-1.024256
KDM5A	0.028198465	-0.146214552	0.202611482	9.231029214	0.319133085	0.750014177	0.888444045	-5.944832153	0.1249305	0.1249305
KDM5B	-0.003449881	-0.089741389	0.082841627	11.76607252	-0.078915312	0.937192037	0.973699614	-5.989967927	0.02817141	-0.02817141
KDM5C	0.038540478	-0.058915646	0.135996603	8.968354096	0.780608401	0.43610954	0.688032453	-5.705715699	0.3604044	0.3604044
KDM5D	-0.091761445	-0.539805326	0.356282437	8.295027998	-0.404263889	0.686522644	0.852499939	-5.915776404	0.1633451	-0.1633451
KDM6A	0.057256172	-0.101992049	0.216504394	7.818100027	0.709697014	0.478856357	0.718718585	-5.755446165	0.3197947	0.3197947
KDM6B	0.069015663	-0.038301941	0.176333267	9.534992848	1.269410113	0.206015664	0.470874348	-5.235777409	0.6860998	0.6860998
KDM7A	-0.006631446	-0.184308438	0.171045546	8.313673726	-0.073671977	0.941357299	0.974870453	-5.990345704	0.02624551	-0.02624551
KDM7A-DT	-0.04646246	-0.143806057	0.050881136	7.174567311	-0.942150043	0.347441793	0.614309509	-5.574910219	0.4591179	-0.4591179
KDM8	0.003915489	-0.04672853	0.054559509	7.911580427	0.152610052	0.878885292	0.947278111	-5.981911907	0.0560678	0.0560678
KDR	-0.026496538	-0.247307432	0.194314356	7.62596934	-0.236861182	0.813047322	0.919499814	-5.966421262	0.08988418	-0.08988418
KDSR	0.003365669	-0.111260382	0.117991721	9.710503947	0.057957996	0.953849597	0.980129454	-5.991322388	0.0205201	0.0205201
KEAP1	0.10748847	0.007039656	0.207937285	9.615265588	2.11223543	0.036115115	0.200172348	-3.914769951	1.442311	1.442311
KEL	-0.034561337	-0.096655376	0.027532701	7.985589495	-1.098666517	0.273454371	0.547967948	-5.425051641	0.5631151	-0.5631151
KERA	0.09399961	-0.021832506	0.209831727	4.238099216	1.601851741	0.111029692	0.344596613	-4.790806817	0.9545609	0.9545609
KHDC1	0.012631876	-0.107443699	0.132707451	7.708479473	0.20765311	0.83574634	0.929477204	-5.972550131	0.07792552	0.07792552
KHDC1L	0.024178778	-0.043489012	0.091846568	5.074983309	0.705306062	0.48157715	0.720441291	-5.758370972	0.3173341	0.3173341
KHDC3L	0.009964967	-0.070384876	0.09031481	5.475958669	0.244802633	0.806902072	0.91610214	-5.964615697	0.09317917	0.09317917
KHDC4	0.019718447	-0.116734784	0.156171678	10.21776104	0.285242439	0.775802781	0.901967732	-5.954498573	0.1102487	0.1102487
KHDRBS1	0.05660479	-0.039621519	0.152831098	11.31181092	1.161140075	0.247199409	0.520005325	-5.35891079	0.6069526	0.6069526
KHDRBS2	-0.118755681	-0.242383377	0.004872015	6.240554595	-1.896111518	0.05962778	0.256966483	-4.313870744	1.224551	-1.224551
KHDRBS2-OT	-0.118755681	-0.242383377	0.004872015	6.240554595	-1.896111518	0.05962778	0.256966483	-4.313870744	1.224551	-1.224551
KHDRBS3	-0.188161878	-0.406515335	0.030191578	9.908785441	-1.700970674	0.090761888	0.313063127	-4.6387929	1.042096	-1.042096
KHK	0.060304989	-0.0172808	0.137890778	8.02129435	1.534250666	0.126811712	0.368948805	-4.889412078	0.8968406	0.8968406
KHNYN	0.286875414	0.158290339	0.415460488	8.632027716	4.403804446	1.87E-05	0.008062044	2.65335094	4.728692	4.728692
KHSRP	0.040552002	-0.088622046	0.169726051	10.147424	0.619672592	0.536296213	0.759457695	-5.811802073	0.2705953	0.2705953
KIAA0040	0.268681319	0.073843784	0.463518853	7.933000713	2.72201242	0.007159033	0.087659468	-2.57220885	2.145146	2.145146
KIAA0087	0.004893689	-0.032267956	0.042055333	4.20632002	0.259936141	0.795224997	0.910922853	-5.961010242	0.09950998	0.09950998
KIAA0100	0.12744567	0.023843757	0.231047582	9.626039263	2.428189461	0.016208378	0.131067449	-3.258443199	1.79026	1.79026
KIAA0232	-0.044461579	-0.149530968	0.06060781	10.15588194	-0.835283561	0.404720825	0.663368649	-5.664165443	0.3928444	-0.3928444
KIAA0319	-0.130689144	-0.352691927	0.091313639	6.344795748	-1.162000601	0.246850647	0.519830466	-5.357974629	0.6075657	-0.6075657
KIAA0319L	0.056329792	-0.046778574	0.159438158	9.461303353	1.078374231	0.282381991	0.555423496	-5.445760075	0.549163	0.549163
KIAA0355	0.178907735	0.039146976	0.318668494	8.828818684	2.526789857	0.012416338	0.113709299	-3.03620894	1.906006	1.906006
KIAA0391	0.00255095	-0.107282668	0.112384569	9.214342551	0.045845002	0.963487158	0.984744934	-5.991916105	0.01615407	0.01615407
KIAA0408	-0.148167489	-0.327479606	0.031144629	6.337245468	-1.631054745	0.104714795	0.335230617	-4.746936512	0.979992	-0.979992
KIAA0513	-0.251472	-0.520373372	0.017429373	8.698729989	-1.845958244	0.06662303	0.270488871	-4.400609404	1.176376	-1.176376
KIAA0556	0.017254043	-0.111817417	0.146325503	9.141294019	0.263867511	0.792198977	0.909244212	-5.960038272	0.1011657	0.1011657
KIAA0586	-0.057470315	-0.124579532	0.009638901	8.059890775	-1.69038905	0.092771256	0.316346631	-4.655441654	1.032587	-1.032587
KIAA0753	0.111575086	0.017563672	0.2055865	8.849534498	2.342674255	0.020294283	0.147138679	-3.444522424	1.692626	1.692626
KIAA0825	-0.011035538	-0.067414386	0.045343311	5.732965565	-0.38636925	0.699702405	0.859240767	-5.922450661	0.1550866	-0.1550866
KIAA0895	0.321955136	0.143298821	0.50061145	6.069545616	3.557150533	4.85E-04	0.024973008	-0.24107392	3.314316	3.314316
KIAA0895L	-0.058698401	-0.221626092	0.104229291	8.322459009	-0.711142478	0.477962551	0.718529358	-5.754479396	0.3206061	-0.3206061
KIAA0895LP1	-0.036539866	-0.091615776	0.018536044	5.202863498	-1.309575445	0.192092089	0.453346596	-5.187363031	0.7164905	-0.7164905
KIAA0930	-0.156286172	-0.377635779	0.065063434	9.737244181	-1.393692806	0.165214723	0.420926988	-5.081191453	0.7819513	-0.7819513
KIAA1109	-0.079650143	-0.226943589	0.067643303	10.05155746	-1.067402938	0.287290968	0.560412437	-5.456797878	0.541678	-0.541678
KIAA1143	0.039488551	-0.072305752	0.151282855	9.747532135	0.697231156	0.48660273	0.723884614	-5.763702561	0.3128255	0.3128255
KIAA1147	-0.105196951	-0.239775587	0.029381684	9.973314759	-1.542951556	0.124686707	0.365744175	-4.876951974	0.9041798	-0.9041798
KIAA1191	0.015791769	-0.062746755	0.094330292	10.8824371	0.396892869	0.691940188	0.854456344	-5.918562134	0.1599314	0.1599314
KIAA1210	-0.01205604	-0.083962465	0.059850384	5.236551498	-0.330949902	0.741086549	0.883217572	-5.941207134	0.1301311	-0.1301311
KIAA1211	-0.008113857	-0.077526428	0.061298713	5.792521465	-0.230735542	0.817795429	0.922006201	-5.967773337	0.08735532	-0.08735532
KIAA1211L	0.056107952	-0.282441115	0.39465702	8.434704339	0.327135785	0.743964347	0.884585393	-5.942391567	0.1284479	0.1284479
KIAA1217	0.016523336	-0.121580937	0.15462761	7.74145293	0.236165191	0.813586453	0.919717571	-5.966576666	0.08959629	0.08959629
KIAA1257	-0.018097058	-0.075475886	0.039281771	6.703398398	-0.622560488	0.534400722	0.757846567	-5.810112124	0.272133	-0.272133
KIAA1324	0.048190955	-0.098168196	0.194550105	7.016334817	0.64993647	0.516603349	0.745885283	-5.79370381	0.2868428	0.2868428
KIAA1324L	-0.149400522	-0.321787772	0.022986728	7.184716263	-1.710693598	0.088946849	0.310578765	-4.623406845	1.050869	-1.050869
KIAA1328	-0.032851728	-0.086433225	0.020729769	6.969265038	-1.210232006	0.227856153	0.497245696	-5.304414322	0.6423392	-0.6423392
KIAA1522	0.017484993	-0.097190032	0.132160019	8.621640743	0.300969081	0.763802842	0.896245297	-5.95014762	0.1170187	0.1170187
KIAA1549	-0.08817889	-0.310347959	0.133990179	8.153655972	-0.783440994	0.434449362	0.68713457	-5.7036316	0.3620608	-0.3620608
KIAA1549L	-0.333221488	-0.63438352	-0.032059456	8.631148439	-2.18402718	0.030318556	0.182555873	-3.77317863	1.518291	-1.518291
KIAA1586	0.004954843	-0.150834522	0.160744207	5.711886422	0.062779422	0.9500153	0.978593813	-5.991047515	0.0222694	0.0222694
KIAA1614	0.071590304	-0.007752392	0.150933001	7.243690792	1.781035223	0.076677695	0.289014893	-4.509579021	1.115331	1.115331
KIAA1614-AS1	-0.061612064	-0.131484071	0.008259943	6.294428851	-1.74055519	0.083556126	0.301853003	-4.57562387	1.078022	-1.078022
KIAA1671	-0.132095601	-0.324994044	0.060802842	8.896296841	-1.351714242	0.178247815	0.437310515	-5.134983558	0.7489758	-0.7489758
KIAA1755	-0.2343279	-0.427216018	-0.041439781	7.162215787	-2.397970196	0.017560379	0.137057546	-3.324909482	1.755466	-1.755466
KIAA1841	-0.005676266	-0.171356999	0.160004467	8.140168126	-0.067626354	0.946161895	0.976999913	-5.990749061	0.02403455	-0.02403455
KIAA1958	-0.046956171	-0.187097753	0.093185412	8.609051638	-0.66137978	0.50925684	0.739943485	-5.786636896	0.2930631	-0.2930631
KIAA2012	-0.008839377	-0.090198385	0.072519632	6.969170903	-0.214457504	0.830445222	0.927283113	-5.971194252	0.08068901	-0.08068901
KIAA2012-AS1	0.017677886	-0.026974035	0.062329806	4.925316484	0.781475628	0.435600868	0.687874168	-5.705078427	0.3609113	0.3609113
KIAA2013	0.152429293	0.050157788	0.254700798	10.11582426	2.941975456	0.003712603	0.0645096	-2.011846677	2.430321	2.430321
KIAA2026	-0.217834375	-0.36675912	-0.068909631	8.618701405	-2.887252779	0.004387038	0.069952137	-2.154927599	2.357829	-2.357829
KIDINS220	-0.106529176	-0.227059679	0.014001327	10.75277177	-1.744603974	0.082846213	0.300631755	-4.569083894	1.081727	-1.081727
KIF11	0.13924399	-0.219933736	0.498421715	7.031270773	0.765230585	0.445186593	0.695258647	-5.716899268	0.3514579	0.3514579
KIF12	-0.008763031	-0.072272797	0.054746734	7.081357298	-0.272357359	0.785675065	0.906629332	-5.957889557	0.104757	-0.104757
KIF13A	-0.254817447	-0.419561949	-0.090072946	9.874754727	-3.053117308	0.002626128	0.054565671	-1.713848489	2.580684	-2.580684
KIF13B	0.063950158	-0.089379	0.217279317	9.076072846	0.823269695	0.411498579	0.668115708	-5.673534413	0.3856317	0.3856317
KIF14	0.320927152	-0.013999092	0.655853396	7.649619503	1.891396323	0.060258141	0.258492776	-4.322120305	1.219984	1.219984
KIF15	0.217297281	-0.12513135	0.559725913	6.917430877	1.252591556	0.212060635	0.477741207	-5.255611062	0.6735399	0.6735399
KIF16B	0.085655512	-0.08381147	0.255122494	6.548805321	0.997689678	0.31983621	0.58975452	-5.524331325	0.4950724	0.4950724
KIF17	-0.022077517	-0.11651492	0.072359885	7.107141072	-0.461457236	0.645055656	0.830172669	-5.892423388	0.1904028	-0.1904028
KIF18A	0.238364067	0.025921006	0.450807128	6.037079737	2.214743801	0.028096049	0.175017741	-3.711235254	1.551355	1.551355
KIF18B	0.158353161	-0.165562366	0.482268687	7.672571756	0.964984258	0.33591217	0.604232087	-5.554462086	0.4737743	0.4737743
KIF19	-9.38E-04	-0.096863537	0.094988073	4.998753516	-0.01929605	0.984627378	0.993957096	-5.992732732	0.006728093	-0.006728093
KIF1A	-0.423560686	-0.741877032	-0.10524434	10.32871631	-2.626527542	0.00940739	0.099748236	-2.803112903	2.026531	-2.026531
KIF1B	-0.099658728	-0.304074933	0.104757477	11.07943731	-0.96233277	0.337238087	0.605150639	-5.556861349	0.4720634	-0.4720634
KIF1BP	-0.229900402	-0.385299094	-0.07450171	9.434211533	-2.920233832	0.003968282	0.066191221	-2.068982781	2.401398	-2.401398
KIF1C	-0.121855212	-0.219939014	-0.023771409	8.34611819	-2.452291384	0.01519707	0.126504599	-3.204877463	1.81824	-1.81824
KIF20A	0.420184496	0.098506858	0.741862134	7.549010536	2.578365074	0.010767149	0.106074895	-2.916710109	1.967899	1.967899
KIF20B	-0.038267498	-0.10962343	0.033088435	7.277391812	-1.058583784	0.291278881	0.564033753	-5.465589806	0.535691	-0.535691
KIF21A	-0.037372514	-0.272415616	0.197670588	10.26273169	-0.313855728	0.754012251	0.889889888	-5.946408561	0.1226216	-0.1226216
KIF21B	-0.353990916	-0.607563115	-0.100418717	8.736118717	-2.755597224	0.006492113	0.083732314	-2.48920509	2.187614	-2.187614
KIF22	0.025443632	-0.108944179	0.159831443	7.636568486	0.373718407	0.709075664	0.864693109	-5.926987151	0.1493074	0.1493074
KIF23	0.402563389	0.092156336	0.712970441	6.117354849	2.559929188	0.011332635	0.108949859	-2.959681349	1.945669	1.945669
